ua,especialidad,estado,fecha_inicio,fecha_fin,numeros,asignados,asistidos,libres,fecha_datos
Luisa Tirapare,Medicina General,Cerrada,2025-01-13 12:00:00,2025-01-13 12:40:00,2,2,1,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-13 12:00:00,2025-01-13 13:00:00,2,2,2,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-13 12:00:00,2025-01-13 13:00:00,4,4,1,0,2025-03-15 06:01:41
Casabo,Medicina Familiar,Cerrada,2025-01-13 12:00:00,2025-01-13 13:00:00,3,3,3,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-13 12:00:00,2025-01-13 13:00:00,2,1,1,0,2025-03-15 06:01:41
Yucatan,Medicina Familiar,Cerrada,2025-01-13 12:00:00,2025-01-13 13:30:00,3,4,4,0,2025-03-15 06:01:41
Luisa Tirapare,Enfermería,Cerrada,2025-01-13 12:00:00,2025-01-13 14:00:00,12,0,0,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-13 12:00:00,2025-01-13 14:00:00,6,6,4,0,2025-03-15 06:01:41
La Paloma,Odontología,Cerrada,2025-01-13 12:00:00,2025-01-13 14:15:00,9,10,4,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-13 12:10:00,2025-01-13 12:30:00,1,1,1,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-13 12:10:00,2025-01-13 12:30:00,1,1,1,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-13 12:15:00,2025-01-13 14:15:00,6,6,5,0,2025-03-15 06:01:41
Lavalleja,Partera,Cerrada,2025-01-13 12:20:00,2025-01-13 12:40:00,1,1,1,0,2025-03-15 06:01:41
Parque Bellan,Medicina General,Cerrada,2025-01-13 12:20:00,2025-01-13 15:00:00,8,8,8,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-13 12:30:00,2025-01-13 13:10:00,2,2,2,0,2025-03-15 06:01:41
Los Angeles,Odontología,Cerrada,2025-01-13 12:30:00,2025-01-13 13:30:00,2,2,1,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-13 12:30:00,2025-01-13 13:30:00,2,2,2,0,2025-03-15 06:01:41
Paso De La Arena,Odontología,Cerrada,2025-01-13 12:30:00,2025-01-13 14:00:00,3,3,2,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-13 12:30:00,2025-01-13 14:30:00,6,6,4,0,2025-03-15 06:01:41
Luisa Tirapare,Psicología,Cerrada,2025-01-13 12:30:00,2025-01-13 14:30:00,2,0,0,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-13 12:40:00,2025-01-13 13:40:00,2,2,2,0,2025-03-15 06:01:41
Crottogini,Odontología,Cerrada,2025-01-13 12:45:00,2025-01-13 13:30:00,3,3,2,0,2025-03-15 06:01:41
Paso De La Arena,Nutrición,Cerrada,2025-01-13 12:45:00,2025-01-13 14:45:00,4,4,4,0,2025-03-15 06:01:41
Paso De La Arena,Medicina Familiar,Cerrada,2025-01-13 12:50:00,2025-01-13 15:10:00,7,7,7,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-13 13:00:00,2025-01-13 13:30:00,1,1,1,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-13 13:00:00,2025-01-13 13:30:00,2,2,2,0,2025-03-15 06:01:41
Aquiles Lanza,Odontología,Cerrada,2025-01-13 13:00:00,2025-01-13 14:00:00,2,2,1,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-13 13:00:00,2025-01-13 14:00:00,2,3,3,0,2025-03-15 06:01:41
Paso De La Arena,Ginecoobstetricia,Cerrada,2025-01-13 13:00:00,2025-01-13 14:00:00,6,6,6,0,2025-03-15 06:01:41
Yucatan,Psicología,Cerrada,2025-01-13 13:00:00,2025-01-13 14:00:00,1,1,0,0,2025-03-15 06:01:41
Yucatan,Pediatría,Cerrada,2025-01-13 13:00:00,2025-01-13 14:00:00,2,3,2,0,2025-03-15 06:01:41
Punta De Rieles,Psicología,Cerrada,2025-01-13 13:00:00,2025-01-13 14:00:00,1,1,1,0,2025-03-15 06:01:41
Giraldez,Pediatría,Cerrada,2025-01-13 13:00:00,2025-01-13 14:00:00,3,2,2,0,2025-03-15 06:01:41
La Paloma,Partera,Cerrada,2025-01-13 13:00:00,2025-01-13 14:00:00,2,2,2,0,2025-03-15 06:01:41
Barrio Sur,Odontología,Cerrada,2025-01-13 13:00:00,2025-01-13 14:00:00,4,4,1,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-13 13:00:00,2025-01-13 14:00:00,2,2,2,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-13 13:00:00,2025-01-13 14:00:00,3,3,3,0,2025-03-15 06:01:41
Colon,Enfermería,Cerrada,2025-01-13 13:00:00,2025-01-13 15:00:00,6,2,2,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-13 13:00:00,2025-01-13 16:00:00,4,6,4,0,2025-03-15 06:01:41
Luisa Tirapare,Partera,Cerrada,2025-01-13 13:00:00,2025-01-13 16:00:00,4,4,3,0,2025-03-15 06:01:41
Crottogini,Partera,Cerrada,2025-01-13 13:00:00,2025-01-13 16:00:00,9,9,5,0,2025-03-15 06:01:41
Luisa Tirapare,Medicina General,Cerrada,2025-01-13 13:10:00,2025-01-13 15:20:00,6,9,6,0,2025-03-15 06:01:41
Lavalleja,Trabajo Social,Cerrada,2025-01-13 13:20:00,2025-01-13 14:20:00,2,1,1,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-13 13:30:00,2025-01-13 13:45:00,1,1,1,0,2025-03-15 06:01:41
Los Angeles,Odontología,Cerrada,2025-01-13 13:30:00,2025-01-13 14:30:00,2,2,0,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-13 13:30:00,2025-01-13 14:30:00,3,3,2,0,2025-03-15 06:01:41
Paso De La Arena,Medicina Familiar,Cerrada,2025-01-13 13:30:00,2025-01-13 14:50:00,4,4,4,0,2025-03-15 06:01:41
Yucatan,Medicina Familiar,Cerrada,2025-01-13 13:30:00,2025-01-13 15:30:00,6,7,7,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-13 13:40:00,2025-01-13 16:00:00,7,4,3,0,2025-03-15 06:01:41
Los Angeles,Pediatría,Cerrada,2025-01-13 13:40:00,2025-01-13 16:00:00,7,10,8,0,2025-03-15 06:01:41
Inve 16,Enfermería,Cerrada,2025-01-13 14:00:00,2025-01-13 14:30:00,1,1,1,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-13 14:00:00,2025-01-13 14:30:00,1,2,2,0,2025-03-15 06:01:41
Parque Bellan,Enfermería,Cerrada,2025-01-13 14:00:00,2025-01-13 14:30:00,1,1,1,0,2025-03-15 06:01:41
La Teja,Medicina Familiar,Cerrada,2025-01-13 14:00:00,2025-01-13 14:40:00,2,2,2,0,2025-03-15 06:01:41
La Paloma,Partera,Cerrada,2025-01-13 14:00:00,2025-01-13 14:40:00,2,2,2,0,2025-03-15 06:01:41
Yucatan,Pediatría,Cerrada,2025-01-13 14:00:00,2025-01-13 15:00:00,3,1,1,0,2025-03-15 06:01:41
Los Angeles,Psicología,Cerrada,2025-01-13 14:00:00,2025-01-13 15:00:00,1,1,1,0,2025-03-15 06:01:41
Paso De La Arena,Ginecoobstetricia,Cerrada,2025-01-13 14:00:00,2025-01-13 15:00:00,6,6,3,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-13 14:00:00,2025-01-13 15:00:00,1,1,1,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-13 14:00:00,2025-01-13 15:20:00,4,4,3,0,2025-03-15 06:01:41
Barrio Sur,Odontología,Cerrada,2025-01-13 14:00:00,2025-01-13 15:30:00,3,3,2,0,2025-03-15 06:01:41
Paso De La Arena,Odontología,Cerrada,2025-01-13 14:00:00,2025-01-13 15:30:00,3,3,1,0,2025-03-15 06:01:41
Aquiles Lanza,Odontología,Cerrada,2025-01-13 14:00:00,2025-01-13 15:30:00,3,3,2,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-13 14:00:00,2025-01-13 16:00:00,6,7,6,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-13 14:00:00,2025-01-13 16:30:00,5,5,3,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-13 14:00:00,2025-01-13 16:30:00,5,5,2,0,2025-03-15 06:01:41
Yucatan,Psicología,Cerrada,2025-01-13 14:00:00,2025-01-13 18:00:00,4,3,2,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-13 14:15:00,2025-01-13 15:15:00,2,2,2,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-13 14:15:00,2025-01-13 15:15:00,3,6,6,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-13 14:30:00,2025-01-13 15:00:00,1,1,1,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-13 14:30:00,2025-01-13 15:30:00,2,1,0,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-13 14:30:00,2025-01-13 16:00:00,3,3,3,0,2025-03-15 06:01:41
La Teja,Pediatría,Cerrada,2025-01-13 14:30:00,2025-01-13 16:00:00,3,3,3,0,2025-03-15 06:01:41
Paso De La Arena,Medicina Familiar,Cerrada,2025-01-13 14:50:00,2025-01-13 16:10:00,4,4,3,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-13 15:00:00,2025-01-13 16:00:00,2,3,3,0,2025-03-15 06:01:41
Giraldez,Pediatría,Cerrada,2025-01-13 15:00:00,2025-01-13 16:00:00,3,3,1,0,2025-03-15 06:01:41
La Teja,Medicina Familiar,Cerrada,2025-01-13 15:00:00,2025-01-13 16:20:00,4,4,4,0,2025-03-15 06:01:41
Yucatan,Pediatría,Cerrada,2025-01-13 15:00:00,2025-01-13 17:00:00,6,5,3,0,2025-03-15 06:01:41
Paso De La Arena,Medicina Familiar,Cerrada,2025-01-13 15:10:00,2025-01-13 17:10:00,6,6,5,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-13 15:15:00,2025-01-13 15:45:00,1,2,2,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-13 15:15:00,2025-01-13 17:15:00,6,6,6,0,2025-03-15 06:01:41
Luisa Tirapare,Medicina General,Cerrada,2025-01-13 15:20:00,2025-01-13 17:00:00,5,5,5,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-13 15:30:00,2025-01-13 16:30:00,2,1,1,0,2025-03-15 06:01:41
Barrio Sur,Odontología,Cerrada,2025-01-13 15:30:00,2025-01-13 16:30:00,1,1,0,0,2025-03-15 06:01:41
Parque Bellan,Medicina General,Cerrada,2025-01-13 15:30:00,2025-01-13 16:30:00,3,7,7,0,2025-03-15 06:01:41
Aquiles Lanza,Odontología,Cerrada,2025-01-13 15:30:00,2025-01-13 16:30:00,4,4,1,0,2025-03-15 06:01:41
Paso De La Arena,Odontología,Cerrada,2025-01-13 15:30:00,2025-01-13 17:00:00,3,3,3,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-13 15:30:00,2025-01-13 17:30:00,4,4,2,0,2025-03-15 06:01:41
Yucatan,Medicina Familiar,Cerrada,2025-01-13 15:40:00,2025-01-13 18:00:00,7,7,5,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-13 15:45:00,2025-01-13 17:40:00,5,5,3,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-13 16:00:00,2025-01-13 16:15:00,1,0,0,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-13 16:00:00,2025-01-13 16:30:00,1,0,0,0,2025-03-15 06:01:41
Barrio Sur,Enfermería,Cerrada,2025-01-13 16:00:00,2025-01-13 17:00:00,6,1,1,0,2025-03-15 06:01:41
Paso De La Arena,Medicina Familiar,Cerrada,2025-01-13 16:10:00,2025-01-13 17:30:00,4,4,4,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-13 16:15:00,2025-01-13 16:30:00,1,1,0,0,2025-03-15 06:01:41
Barrio Sur,Psicología,Cerrada,2025-01-13 16:30:00,2025-01-13 17:00:00,1,1,1,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-13 16:30:00,2025-01-13 17:00:00,1,1,1,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-13 16:30:00,2025-01-13 17:30:00,2,2,2,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-13 16:30:00,2025-01-13 17:30:00,3,2,2,0,2025-03-15 06:01:41
Luisa Tirapare,Medicina General,Cerrada,2025-01-13 17:00:00,2025-01-13 17:15:00,1,1,1,0,2025-03-15 06:01:41
Luisa Tirapare,Medicina General,Cerrada,2025-01-13 17:15:00,2025-01-13 18:00:00,3,4,3,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-13 17:30:00,2025-01-13 17:45:00,1,1,1,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-13 17:30:00,2025-01-13 17:50:00,2,1,0,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-13 17:45:00,2025-01-13 17:53:00,8,7,7,0,2025-03-15 06:01:41
Barrio Sur,Medicina General,Cerrada,2025-01-14 07:00:00,2025-01-14 08:00:00,3,3,2,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-14 07:00:00,2025-01-14 08:00:00,4,4,4,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-14 07:00:00,2025-01-14 09:00:00,6,6,6,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-14 07:00:00,2025-01-14 09:00:00,6,8,6,0,2025-03-15 06:01:41
Giraldez,Odontología,Cerrada,2025-01-14 07:00:00,2025-01-14 10:30:00,7,6,3,0,2025-03-15 06:01:41
Crottogini,Nutrición,Cerrada,2025-01-14 07:00:00,2025-01-14 13:00:00,18,4,3,0,2025-03-15 06:01:41
Giraldez,Pediatría,Cerrada,2025-01-14 07:30:00,2025-01-14 09:30:00,6,6,1,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-14 07:40:00,2025-01-14 09:00:00,4,4,3,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-14 08:00:00,2025-01-14 08:15:00,1,1,1,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-14 08:00:00,2025-01-14 08:20:00,1,9,9,0,2025-03-15 06:01:41
Crottogini,Odontología,Cerrada,2025-01-14 08:00:00,2025-01-14 08:30:00,1,11,6,0,2025-03-15 06:01:41
Luisa Tirapare,Odontología,Cerrada,2025-01-14 08:00:00,2025-01-14 08:30:00,1,1,1,0,2025-03-15 06:01:41
Luisa Tirapare,Psicología,Cerrada,2025-01-14 08:00:00,2025-01-14 09:00:00,1,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-14 08:00:00,2025-01-14 09:00:00,2,2,2,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-14 08:00:00,2025-01-14 09:00:00,1,2,2,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-14 08:00:00,2025-01-14 09:00:00,3,3,3,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-14 08:00:00,2025-01-14 09:00:00,1,7,4,0,2025-03-15 06:01:41
Zully Sanchez,Medicina General,Cerrada,2025-01-14 08:00:00,2025-01-14 10:00:00,6,6,6,0,2025-03-15 06:01:41
Casavalle,Medicina Familiar,Cerrada,2025-01-14 08:00:00,2025-01-14 10:00:00,6,8,5,0,2025-03-15 06:01:41
Crottogini,Trabajo Social,Cerrada,2025-01-14 08:00:00,2025-01-14 10:00:00,4,3,2,0,2025-03-15 06:01:41
Barrio Sur,Medicina General,Cerrada,2025-01-14 08:00:00,2025-01-14 10:00:00,6,5,3,0,2025-03-15 06:01:41
Parque Bellan,Medicina Familiar,Cerrada,2025-01-14 08:00:00,2025-01-14 10:00:00,6,6,6,0,2025-03-15 06:01:41
Yucatan,Odontología,Cerrada,2025-01-14 08:00:00,2025-01-14 10:00:00,4,4,3,0,2025-03-15 06:01:41
Los Angeles,Odontología,Cerrada,2025-01-14 08:00:00,2025-01-14 11:00:00,6,4,4,0,2025-03-15 06:01:41
Parque Bellan,Odontología,Cerrada,2025-01-14 08:00:00,2025-01-14 11:00:00,6,6,6,0,2025-03-15 06:01:41
Punta De Rieles,Psicología,Cerrada,2025-01-14 08:00:00,2025-01-14 11:00:00,3,2,2,0,2025-03-15 06:01:41
Inve 16,Pediatría,Cerrada,2025-01-14 08:00:00,2025-01-14 11:00:00,9,10,2,0,2025-03-15 06:01:41
Parque Bellan,Medicina General,Cerrada,2025-01-14 08:00:00,2025-01-14 13:00:00,3,5,4,0,2025-03-15 06:01:41
Parque Bellan,Psicología,Cerrada,2025-01-14 08:00:00,2025-01-14 14:00:00,6,6,5,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-14 08:15:00,2025-01-14 08:45:00,2,2,2,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-14 08:20:00,2025-01-14 12:20:00,12,13,0,0,2025-03-15 06:01:41
La Teja,Medicina Familiar,Cerrada,2025-01-14 08:30:00,2025-01-14 08:50:00,1,1,1,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-14 08:30:00,2025-01-14 09:00:00,1,1,1,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-14 08:30:00,2025-01-14 09:15:00,3,3,1,0,2025-03-15 06:01:41
Aquiles Lanza,Pediatría,Cerrada,2025-01-14 08:30:00,2025-01-14 09:30:00,3,3,1,0,2025-03-15 06:01:41
Crottogini,Odontología,Cerrada,2025-01-14 08:30:00,2025-01-14 09:30:00,1,1,1,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-14 08:30:00,2025-01-14 09:30:00,4,4,1,0,2025-03-15 06:01:41
Lavalleja,Trabajo Social,Cerrada,2025-01-14 08:30:00,2025-01-14 10:00:00,3,3,2,0,2025-03-15 06:01:41
La Teja,Pediatría,Cerrada,2025-01-14 08:30:00,2025-01-14 10:30:00,6,6,4,0,2025-03-15 06:01:41
Luisa Tirapare,Odontología,Cerrada,2025-01-14 08:30:00,2025-01-14 10:30:00,4,1,1,0,2025-03-15 06:01:41
La Paloma,Odontología,Cerrada,2025-01-14 08:30:00,2025-01-14 10:30:00,4,3,3,0,2025-03-15 06:01:41
Colon,Medicina General,Cerrada,2025-01-14 08:30:00,2025-01-14 10:30:00,6,6,6,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-14 08:45:00,2025-01-14 09:00:00,1,1,1,0,2025-03-15 06:01:41
Paso De La Arena,Nutrición,Cerrada,2025-01-14 08:45:00,2025-01-14 12:45:00,8,10,4,0,2025-03-15 06:01:41
La Teja,Medicina Familiar,Cerrada,2025-01-14 08:50:00,2025-01-14 11:00:00,6,7,5,0,2025-03-15 06:01:41
Lavalleja,Psicología,Cerrada,2025-01-14 09:00:00,2025-01-14 10:00:00,1,1,1,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-14 09:00:00,2025-01-14 10:00:00,2,2,2,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-14 09:00:00,2025-01-14 10:00:00,2,2,2,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-14 09:00:00,2025-01-14 10:00:00,2,3,3,0,2025-03-15 06:01:41
Lavalleja,Ginecoobstetricia,Cerrada,2025-01-14 09:00:00,2025-01-14 10:00:00,3,4,3,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-14 09:00:00,2025-01-14 10:00:00,2,2,1,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-14 09:00:00,2025-01-14 10:00:00,3,3,2,0,2025-03-15 06:01:41
Yucatan,Psicología,Cerrada,2025-01-14 09:00:00,2025-01-14 10:00:00,1,1,0,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-14 09:00:00,2025-01-14 10:30:00,2,2,2,0,2025-03-15 06:01:41
La Paloma,Trabajo Social,Cerrada,2025-01-14 09:00:00,2025-01-14 10:30:00,3,3,1,0,2025-03-15 06:01:41
Crottogini,Ginecoobstetricia,Cerrada,2025-01-14 09:00:00,2025-01-14 10:30:00,4,2,2,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-14 09:00:00,2025-01-14 10:40:00,5,5,5,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-14 09:00:00,2025-01-14 10:40:00,5,5,4,0,2025-03-15 06:01:41
Luisa Tirapare,Ginecoobstetricia,Cerrada,2025-01-14 09:00:00,2025-01-14 11:00:00,4,6,4,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-14 09:00:00,2025-01-14 11:30:00,5,5,2,0,2025-03-15 06:01:41
Casavalle,Pediatría,Cerrada,2025-01-14 09:00:00,2025-01-14 12:00:00,7,10,10,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-14 09:15:00,2025-01-14 09:45:00,2,2,2,0,2025-03-15 06:01:41
Crottogini,Odontología,Cerrada,2025-01-14 09:30:00,2025-01-14 10:00:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Pediatría,Cerrada,2025-01-14 09:30:00,2025-01-14 10:50:00,4,4,2,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-14 09:30:00,2025-01-14 11:30:00,4,4,4,0,2025-03-15 06:01:41
Giraldez,Pediatría,Cerrada,2025-01-14 09:30:00,2025-01-14 11:30:00,6,6,4,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-14 09:30:00,2025-01-14 12:00:00,4,4,3,0,2025-03-15 06:01:41
Casabo,Partera,Cerrada,2025-01-14 09:40:00,2025-01-14 09:55:00,1,1,1,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-14 09:45:00,2025-01-14 10:00:00,1,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-14 09:45:00,2025-01-14 10:15:00,2,1,1,0,2025-03-15 06:01:41
Buceo,Partera,Cerrada,2025-01-14 09:50:00,2025-01-14 11:10:00,4,2,2,0,2025-03-15 06:01:41
Luisa Tirapare,Partera,Cerrada,2025-01-14 09:50:00,2025-01-14 13:00:00,9,11,4,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-14 10:00:00,2025-01-14 11:00:00,2,2,1,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-14 10:00:00,2025-01-14 11:00:00,2,2,2,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-14 10:00:00,2025-01-14 11:00:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Trabajo Social,Cerrada,2025-01-14 10:00:00,2025-01-14 11:00:00,2,2,2,0,2025-03-15 06:01:41
Yucatan,Psicología,Cerrada,2025-01-14 10:00:00,2025-01-14 11:00:00,1,1,1,0,2025-03-15 06:01:41
Casavalle,Medicina Familiar,Cerrada,2025-01-14 10:00:00,2025-01-14 11:00:00,3,3,3,0,2025-03-15 06:01:41
La Teja,Medicina Familiar,Cerrada,2025-01-14 10:00:00,2025-01-14 11:20:00,4,4,3,0,2025-03-15 06:01:41
Parque Bellan,Medicina Familiar,Cerrada,2025-01-14 10:00:00,2025-01-14 11:30:00,3,3,2,0,2025-03-15 06:01:41
Casabo,Partera,Cerrada,2025-01-14 10:00:00,2025-01-14 12:00:00,6,8,6,0,2025-03-15 06:01:41
Yucatan,Odontología,Cerrada,2025-01-14 10:00:00,2025-01-14 12:00:00,4,10,5,0,2025-03-15 06:01:41
Giraldez,Psicología,Cerrada,2025-01-14 10:00:00,2025-01-14 12:00:00,2,2,2,0,2025-03-15 06:01:41
Barrio Sur,Medicina General,Cerrada,2025-01-14 10:00:00,2025-01-14 12:00:00,6,6,6,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-14 10:00:00,2025-01-14 12:00:00,4,4,2,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-14 10:00:00,2025-01-14 12:00:00,6,7,5,0,2025-03-15 06:01:41
Lavalleja,Ginecoobstetricia,Cerrada,2025-01-14 10:00:00,2025-01-14 12:00:00,6,2,2,0,2025-03-15 06:01:41
Crottogini,Odontología,Cerrada,2025-01-14 10:00:00,2025-01-14 12:30:00,5,5,2,0,2025-03-15 06:01:41
La Teja,Psicología,Cerrada,2025-01-14 10:00:00,2025-01-14 13:00:00,3,3,3,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-14 10:00:00,2025-01-14 13:30:00,5,5,0,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-14 10:15:00,2025-01-14 10:30:00,1,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-14 10:30:00,2025-01-14 11:00:00,1,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-14 10:30:00,2025-01-14 11:00:00,1,1,1,0,2025-03-15 06:01:41
Colon,Medicina General,Cerrada,2025-01-14 10:30:00,2025-01-14 11:10:00,2,2,2,0,2025-03-15 06:01:41
Giraldez,Odontología,Cerrada,2025-01-14 10:30:00,2025-01-14 11:30:00,4,4,2,0,2025-03-15 06:01:41
Luisa Tirapare,Odontología,Cerrada,2025-01-14 10:30:00,2025-01-14 11:30:00,4,4,2,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-14 10:30:00,2025-01-14 11:50:00,4,4,3,0,2025-03-15 06:01:41
Zully Sanchez,Medicina General,Cerrada,2025-01-14 10:30:00,2025-01-14 13:30:00,9,10,6,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-14 10:30:00,2025-01-14 14:00:00,5,9,7,0,2025-03-15 06:01:41
La Paloma,Odontología,Cerrada,2025-01-14 10:30:00,2025-01-14 14:15:00,11,11,3,0,2025-03-15 06:01:41
Aquiles Lanza,Pediatría,Cerrada,2025-01-14 10:50:00,2025-01-14 11:10:00,1,0,0,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-14 11:00:00,2025-01-14 11:15:00,1,1,1,0,2025-03-15 06:01:41
Punta De Rieles,Medicina Familiar,Cerrada,2025-01-14 11:00:00,2025-01-14 11:20:00,1,1,1,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-14 11:00:00,2025-01-14 12:00:00,2,2,2,0,2025-03-15 06:01:41
